API#,Operator,Operator ID,WellType,WellName,WellNumber,OrderNumbers,Approval Date,County,Sec,Twp,Rng,Q4,Q3,Q2,Q1,LAT,LONG,PSI,BBLS,ZONE
3500322560.0,SANDRIDGE EXPLORATION & PRODUCTION LLC,22281.0,2D,DUSTIN SWD 2709,2-6,1305020144.0,41404.0,ALFALFA,6.0,27N,09W,NW,SW,SW,SW,36.84180234,-98.21583748,2000.0,60000.0,ARBUCKLE
3500322600.0,SANDRIDGE EXPLORATION & PRODUCTION LLC,22281.0,2D,MIGUEL SWD 2611,1-9,1305860066.0,41456.0,ALFALFA,9.0,26N,11W,,NE,NE,SE,36.74570348,-98.37903565,2000.0,80000.0,ARBUCKLE
3500322603.0,SANDRIDGE EXPLORATION & PRODUCTION LLC,22281.0,2R,CROWDER 2610,2-5H,1505970072.0,42118.0,ALFALFA,5.0,26N,10W,,NW,NW,NE,36.76725,-98.29698,1000.0,14000.0,MISSISSIPPIAN
3500322623.0,SANDRIDGE EXPLORATION & PRODUCTION LLC,22281.0,2D,PHIN SWD 2811,1-11,1306350029.0,41457.0,ALFALFA,11.0,28N,11W,,SE,SE,SW,36.91410872,-98.35254655,2000.0,80000.0,ARBUCKLE
3500322651.0,CHESAPEAKE OPERATING LLC,17441.0,2D,PULLER 7-26-10 SWD,1,1306840001.0,41516.0,ALFALFA,7.0,26N,10W,SW,SW,SW,SE,36.73976078,-98.31520359,1500.0,80000.0,ARBUCKLE
3500322710.0,CHESAPEAKE OPERATING LLC,17441.0,2D,COLUMBIA 36-27-12 SWD ,1,1608890013.0,42580.0,ALFALFA,36.0,27N,12W,NW,NW,NW,NW,36.78197,-98.44924,2500.0,19500.0,SIMPSON
3500322722.0,ARP OKLAHOMA LLC,23072.0,2D,JACKDAW SWD WELL,1,1401550008.0,41535.0,ALFALFA,10.0,25N,09W,,SE,SE,SW,36.65215302,-98.15478059,1000.0,60000.0,ARBUCKLE
3500322737.0,SANDRIDGE EXPLORATION & PRODUCTION LLC,22281.0,2D,DIAMONBACK SWD 2710,2-5,1402810005.0,41555.0,ALFALFA,5.0,27N,10W,,NE,NE,NE,36.853908,-98.289931,2000.0,80000.0,ARBUCKLE
3500322761.0,SANDRIDGE EXPLORATION & PRODUCTION LLC,22281.0,2D,MILA SWD 2610,1-28,1403540075.0,41649.0,ALFALFA,28.0,26N,10W,,NE,NE,NW,36.70927219,-98.28047388,2000.0,80000.0,ARBUCKLE
3500322805.0,SANDRIDGE EXPLORATION & PRODUCTION LLC,22281.0,2D,MARLEY SWD 2511,2-25,1406040003.0,41766.0,ALFALFA,25.0,25N,11W,,SE,SW,SW,36.60926412,-98.33903326,2000.0,80000.0,ARBUCKLE
3500322806.0,SANDRIDGE EXPLORATION & PRODUCTION LLC,22281.0,2D,PHIN SWD 2811,2-11,1404700047.0,41683.0,ALFALFA,11.0,28N,11W,,SW,SE,SW,36.91410266,-98.35305959,2000.0,80000.0,ARBUCKLE
3500322903.0,EAGLE EXPLORATION PRODUCTION LLC,23413.0,CDW,REITZ,2 SWD,1407580021.0,41823.0,ALFALFA,10.0,27N,11W,NW,NE,NE,NE,36.840195,-98.361295,1500.0,40000.0,ARBUCKLE
3500322908.0,SANDRIDGE EXPLORATION & PRODUCTION LLC,22281.0,2D,LIDIA SWD 2710,1-7,1407840033.0,41831.0,ALFALFA,7.0,27N,10W,,NE,NE,NE,36.83986,-98.308036,2000.0,80000.0,ARBUCKLE
3500322954.0,AEXCO PETROLEUM INC,17342.0,2D,MCDANIEL SWD,1-18,1603950059.0,42535.0,ALFALFA,18.0,25N,11W,SE,SW,SW,SW,36.6380465,-98.43099849,2500.0,10000.0,WILCOX
3500323033.0,SANDRIDGE EXPLORATION & PRODUCTION LLC,22281.0,2D,TATUM ROSE SWD 2710,1-17,1501810018.0,41967.0,ALFALFA,17.0,27N,10W,,SE,SW,SE,36.812401,-98.294993,2000.0,80000.0,ARBUCKLE
3500323099.0,CHESAPEAKE OPERATING LLC,17441.0,2D,YELLOW 30-27-10 SWD ,1,1503050035.0,41977.0,ALFALFA,30.0,27N,10W,NE,NW,NE,NW,36.853908,-98.289931,2000.0,80000.0,ARBUCKLE
3500323183.0,MIDSTATES PETROLEUM COMPANY LLC,23079.0,2D,KELTNER 2512,1-17 SWD,654904.0,42584.0,ALFALFA,17.0,25N,12W,NW,NW,NE,NW,36.65206,-98.51692,2264.0,19900.0,"HUNTON, WILCOX"
3500323239.0,AEXCO PETROLEUM INC,17342.0,2D,BARNYARD SWD,#1-16,1605560019.0,42419.0,ALFALFA,15.0,25N,11W,SW,SW,SW,SW,35.6382,-98.3777,2320.0,15000.0,"COTTAGE GROVE, TONKAWA "
3500323263.0,AEXCO PETROLEUM INC,17342.0,2D,KEPHART SWD ,#1-29,1703700037.0,42712.0,ALFALFA,29.0,25N,11W,NW,NW,NW,NE,36.622579,-98.40477,2375.0,15000.0,"COTTAGE GROVE, TONKAWA "
3500323264.0,MIDSTATES PETROLEUM COMPANY LLC,23079.0,2D,BAKER 2512,1-28 SWD,1705830122.0,42880.0,ALFALFA,28.0,25N,12W,SW,SW,SE,SE,36.609239,-9.49068,2285.0,19900.0,"ENDICOTT, TONKAWA, COTTAGE GROVE, OSWEGO, HUNTON, WILCOX"
3500323266.0,MIDSTATES PETROLEUM COMPANY LLC,23079.0,2D,GREGORY 2412,1-15 SWD,1704900011.0,42794.0,ALFALFA,15.0,24N,12W,NE,NW,NW,NE,36.563846132,-98.468922803,2300.0,19900.0,"ENDICOTT, HUNTON, OSWEGO, WILCOX"
3500330089.0,SANNER JERRY OIL PROPERTIES INC,4185.0,2D,KATHERINE M FRECH,1,78260.0,25546.0,ALFALFA,21.0,24N,11W,,C,SE,SW,36.53733203,-98.38341307,400.0,800.0,TONKAWA
3500335236.0,LINN OPERATING INC,22182.0,2R,NE CHEROKEE UNIT,19,346840.0,32994.0,ALFALFA,20.0,27N,10W,,C,NE,SW,36.80236771,-98.30020803,1500.0,1000.0,RED FORK
3500335244.0,LINN OPERATING INC,22182.0,2R,NE CHEROKEE UNIT,14,387086.0,34624.0,ALFALFA,21.0,27N,10W,,C,NW,SE,36.80234764,-98.27766234,2500.0,1000.0,"BASAL, PENN"
3500335286.0,LINN OPERATING INC,22182.0,2R,NE CHEROKEE UNIT,3,312749.0,31923.0,ALFALFA,24.0,27N,11W,,C,SE,NW,36.8062315,-98.33487,1500.0,500.0,RED FORK
